album_order,sticker_code,collection_group,section,subset,country_code,country_name,sticker_number,sticker_title,player_name,sticker_type,variant,region,album_required,track_in_mvp,is_foil,source,source_url,notes
828,POR19,main_album,team,main_checklist,POR,Portugal,19,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
829,POR20,main_album,team,main_checklist,POR,Portugal,20,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
830,COD1,main_album,team,main_checklist,COD,Congo DR,1,Team Logo,,team_logo,standard,global,TRUE,TRUE,True,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
831,COD2,main_album,team,main_checklist,COD,Congo DR,2,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
832,COD3,main_album,team,main_checklist,COD,Congo DR,3,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
833,COD4,main_album,team,main_checklist,COD,Congo DR,4,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
834,COD5,main_album,team,main_checklist,COD,Congo DR,5,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
835,COD6,main_album,team,main_checklist,COD,Congo DR,6,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
836,COD7,main_album,team,main_checklist,COD,Congo DR,7,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
837,COD8,main_album,team,main_checklist,COD,Congo DR,8,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
838,COD9,main_album,team,main_checklist,COD,Congo DR,9,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
839,COD10,main_album,team,main_checklist,COD,Congo DR,10,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
840,COD11,main_album,team,main_checklist,COD,Congo DR,11,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
841,COD12,main_album,team,main_checklist,COD,Congo DR,12,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
842,COD13,main_album,team,main_checklist,COD,Congo DR,13,Team Photo,,team_photo,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
843,COD14,main_album,team,main_checklist,COD,Congo DR,14,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
844,COD15,main_album,team,main_checklist,COD,Congo DR,15,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
845,COD16,main_album,team,main_checklist,COD,Congo DR,16,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
846,COD17,main_album,team,main_checklist,COD,Congo DR,17,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
847,COD18,main_album,team,main_checklist,COD,Congo DR,18,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
848,COD19,main_album,team,main_checklist,COD,Congo DR,19,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
849,COD20,main_album,team,main_checklist,COD,Congo DR,20,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
850,UZB1,main_album,team,main_checklist,UZB,Uzbekistan,1,Team Logo,,team_logo,standard,global,TRUE,TRUE,True,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
851,UZB2,main_album,team,main_checklist,UZB,Uzbekistan,2,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
852,UZB3,main_album,team,main_checklist,UZB,Uzbekistan,3,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
853,UZB4,main_album,team,main_checklist,UZB,Uzbekistan,4,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
854,UZB5,main_album,team,main_checklist,UZB,Uzbekistan,5,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
855,UZB6,main_album,team,main_checklist,UZB,Uzbekistan,6,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
856,UZB7,main_album,team,main_checklist,UZB,Uzbekistan,7,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
857,UZB8,main_album,team,main_checklist,UZB,Uzbekistan,8,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
858,UZB9,main_album,team,main_checklist,UZB,Uzbekistan,9,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
859,UZB10,main_album,team,main_checklist,UZB,Uzbekistan,10,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
860,UZB11,main_album,team,main_checklist,UZB,Uzbekistan,11,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
861,UZB12,main_album,team,main_checklist,UZB,Uzbekistan,12,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
862,UZB13,main_album,team,main_checklist,UZB,Uzbekistan,13,Team Photo,,team_photo,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
863,UZB14,main_album,team,main_checklist,UZB,Uzbekistan,14,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
864,UZB15,main_album,team,main_checklist,UZB,Uzbekistan,15,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
865,UZB16,main_album,team,main_checklist,UZB,Uzbekistan,16,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
866,UZB17,main_album,team,main_checklist,UZB,Uzbekistan,17,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
867,UZB18,main_album,team,main_checklist,UZB,Uzbekistan,18,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
868,UZB19,main_album,team,main_checklist,UZB,Uzbekistan,19,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
869,UZB20,main_album,team,main_checklist,UZB,Uzbekistan,20,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
870,COL1,main_album,team,main_checklist,COL,Colombia,1,Team Logo,,team_logo,standard,global,TRUE,TRUE,True,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
871,COL2,main_album,team,main_checklist,COL,Colombia,2,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
872,COL3,main_album,team,main_checklist,COL,Colombia,3,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
873,COL4,main_album,team,main_checklist,COL,Colombia,4,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
874,COL5,main_album,team,main_checklist,COL,Colombia,5,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
875,COL6,main_album,team,main_checklist,COL,Colombia,6,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
876,COL7,main_album,team,main_checklist,COL,Colombia,7,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
877,COL8,main_album,team,main_checklist,COL,Colombia,8,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
878,COL9,main_album,team,main_checklist,COL,Colombia,9,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
879,COL10,main_album,team,main_checklist,COL,Colombia,10,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
880,COL11,main_album,team,main_checklist,COL,Colombia,11,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
881,COL12,main_album,team,main_checklist,COL,Colombia,12,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
882,COL13,main_album,team,main_checklist,COL,Colombia,13,Team Photo,,team_photo,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
883,COL14,main_album,team,main_checklist,COL,Colombia,14,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
884,COL15,main_album,team,main_checklist,COL,Colombia,15,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
885,COL16,main_album,team,main_checklist,COL,Colombia,16,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
886,COL17,main_album,team,main_checklist,COL,Colombia,17,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
887,COL18,main_album,team,main_checklist,COL,Colombia,18,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
888,COL19,main_album,team,main_checklist,COL,Colombia,19,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
889,COL20,main_album,team,main_checklist,COL,Colombia,20,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
890,ENG1,main_album,team,main_checklist,ENG,England,1,Team Logo,,team_logo,standard,global,TRUE,TRUE,True,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
891,ENG2,main_album,team,main_checklist,ENG,England,2,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
892,ENG3,main_album,team,main_checklist,ENG,England,3,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
893,ENG4,main_album,team,main_checklist,ENG,England,4,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
894,ENG5,main_album,team,main_checklist,ENG,England,5,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
895,ENG6,main_album,team,main_checklist,ENG,England,6,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
896,ENG7,main_album,team,main_checklist,ENG,England,7,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
897,ENG8,main_album,team,main_checklist,ENG,England,8,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
898,ENG9,main_album,team,main_checklist,ENG,England,9,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
899,ENG10,main_album,team,main_checklist,ENG,England,10,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
900,ENG11,main_album,team,main_checklist,ENG,England,11,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
901,ENG12,main_album,team,main_checklist,ENG,England,12,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
902,ENG13,main_album,team,main_checklist,ENG,England,13,Team Photo,,team_photo,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
903,ENG14,main_album,team,main_checklist,ENG,England,14,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
904,ENG15,main_album,team,main_checklist,ENG,England,15,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
905,ENG16,main_album,team,main_checklist,ENG,England,16,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
906,ENG17,main_album,team,main_checklist,ENG,England,17,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
907,ENG18,main_album,team,main_checklist,ENG,England,18,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
908,ENG19,main_album,team,main_checklist,ENG,England,19,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
909,ENG20,main_album,team,main_checklist,ENG,England,20,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
910,CRO1,main_album,team,main_checklist,CRO,Croatia,1,Team Logo,,team_logo,standard,global,TRUE,TRUE,True,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
911,CRO2,main_album,team,main_checklist,CRO,Croatia,2,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
912,CRO3,main_album,team,main_checklist,CRO,Croatia,3,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
913,CRO4,main_album,team,main_checklist,CRO,Croatia,4,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
914,CRO5,main_album,team,main_checklist,CRO,Croatia,5,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
915,CRO6,main_album,team,main_checklist,CRO,Croatia,6,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
916,CRO7,main_album,team,main_checklist,CRO,Croatia,7,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
917,CRO8,main_album,team,main_checklist,CRO,Croatia,8,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
918,CRO9,main_album,team,main_checklist,CRO,Croatia,9,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
919,CRO10,main_album,team,main_checklist,CRO,Croatia,10,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
920,CRO11,main_album,team,main_checklist,CRO,Croatia,11,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
921,CRO12,main_album,team,main_checklist,CRO,Croatia,12,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
922,CRO13,main_album,team,main_checklist,CRO,Croatia,13,Team Photo,,team_photo,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
923,CRO14,main_album,team,main_checklist,CRO,Croatia,14,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
924,CRO15,main_album,team,main_checklist,CRO,Croatia,15,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
925,CRO16,main_album,team,main_checklist,CRO,Croatia,16,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
926,CRO17,main_album,team,main_checklist,CRO,Croatia,17,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
927,CRO18,main_album,team,main_checklist,CRO,Croatia,18,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
928,CRO19,main_album,team,main_checklist,CRO,Croatia,19,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
929,CRO20,main_album,team,main_checklist,CRO,Croatia,20,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
930,GHA1,main_album,team,main_checklist,GHA,Ghana,1,Team Logo,,team_logo,standard,global,TRUE,TRUE,True,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
931,GHA2,main_album,team,main_checklist,GHA,Ghana,2,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
932,GHA3,main_album,team,main_checklist,GHA,Ghana,3,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
933,GHA4,main_album,team,main_checklist,GHA,Ghana,4,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
934,GHA5,main_album,team,main_checklist,GHA,Ghana,5,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
935,GHA6,main_album,team,main_checklist,GHA,Ghana,6,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
936,GHA7,main_album,team,main_checklist,GHA,Ghana,7,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
937,GHA8,main_album,team,main_checklist,GHA,Ghana,8,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
938,GHA9,main_album,team,main_checklist,GHA,Ghana,9,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
939,GHA10,main_album,team,main_checklist,GHA,Ghana,10,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
940,GHA11,main_album,team,main_checklist,GHA,Ghana,11,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
941,GHA12,main_album,team,main_checklist,GHA,Ghana,12,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
942,GHA13,main_album,team,main_checklist,GHA,Ghana,13,Team Photo,,team_photo,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
943,GHA14,main_album,team,main_checklist,GHA,Ghana,14,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
